exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11064524	0.0406434838709677	1.15678709677419	0.97197225174472
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11070502	-1.81284671532847	1.12643795620438	0.107537156313406
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11173522	0.882171597633136	1.10924852071006	0.426446222941662
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11181001	-0.0794015037593985	1.16429323308271	0.945628679595831
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs111828690	-1.48087368421053	0.983163157894737	0.132007138128607
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs111886096	0.640763713080169	0.9457805907173	0.498090538596621
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs113268469	0.694838143036386	0.771437892095358	0.367745067886763
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11549690	2.80371237458194	1.02717725752508	0.0063424446733017
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11631408	-0.520773103448276	1.06132413793103	0.623651077629663
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11668832	-0.430552287581699	1.03275163398693	0.676752877054475
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11692326	2.63124358974359	1.16511538461538	0.0239235660543031
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11699260	1.34292045454545	0.975204545454545	0.168492023454128
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11728213	1.79420547945205	1.13924657534247	0.115278303112017
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11736501	1.0471301369863	1.12121917808219	0.350344644973706
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11740689	1.55695031055901	1.0237701863354	0.128309884578959
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11767176	2.31211229946524	1.01010160427807	0.0220799432917887
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs117758180	1.17980943738657	1.12040108892922	0.292329910359868
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1180626	0.357899415204678	1.06483040935672	0.736788437319633
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11832936	0.384490344827586	1.07886206896552	0.721552201243633
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11855821	1.42881868131868	0.964945054945055	0.138679754652381
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11875960	1.04085616438356	1.12171232876712	0.353450521121274
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11882409	0.625043137254902	1.12029411764706	0.576893745267582
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11917909	0.61806875	1.12163194444444	0.581603392201704
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12033257	1.39575595238095	0.973339285714286	0.151575952146242
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12042959	0.69890206185567	1.11425257731959	0.530502941311076
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12098284	-1.59942926829268	1.14966829268293	0.164161955380571
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12148050	-0.0052591582278481	1.00624683544304	0.995829868079171
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12186664	0.384220945945946	1.12485810810811	0.732672401484721
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12245654	1.32786643835616	0.995267123287671	0.182144560433189
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12317176	-0.78422	1.09184666666667	0.472602514556124
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12328675	0.705893401015228	1.16262436548223	0.543747936163864
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12345603	-0.781083916083916	1.08030769230769	0.469667683084335
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12461902	-0.0222083838383838	0.818363636363636	0.978350025466363
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12473885	-0.620756097560976	1.18213658536585	0.599504163850011
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1248859	-2.11819014084507	1.15643661971831	0.0670031948492613
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1249156	1.64973885350318	1.11466878980892	0.138866293034398
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1252008	0.545902797202797	1.0771958041958	0.612308208823238
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12565430	0.582172248803828	1.17304784688995	0.619689620427807
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12609885	1.32349809885932	1.05091634980989	0.207894804769702
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12611517	-0.804814285714286	1.17767857142857	0.494360154677259
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12645001	1.65054609929078	1.13670921985816	0.146490766273505
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12681792	3.16530601092896	1.08159016393443	0.00342766498131679
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12692596	1.55984246575342	1.08056849315068	0.148868771641787
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12705908	0.629662921348315	0.873449438202247	0.470975818114328
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12762034	0.910258823529412	1.11465490196078	0.414140833247142
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12778347	-0.129147435897436	0.990089743589744	0.896218217816809
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12791818	0.994182156133829	1.08963568773234	0.361558887549266
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12802861	2.63465644171779	1.06344785276074	0.0132318825479966
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12903168	0.985935	0.86353	0.253558132767276
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12908949	-0.828845303867403	1.01504419889503	0.414179464125553
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12914623	2.13892356687898	1.10829299363057	0.0536159958672842
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12924872	1.44255263157895	0.816147368421053	0.0771420364618793
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12926506	-0.485779816513762	1.00305963302752	0.628174365167936
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1296328	1.62063768115942	1.13110869565217	0.151918756388166
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12972156	2.81740243902439	0.909882113821138	0.00195854364436725
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13000757	-0.0929405405405405	1.03980405405405	0.928777736129461
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13023088	0.471786772486772	1.17281481481481	0.687486236049332
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13032423	-0.526297101449275	1.10652173913043	0.634336603461557
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13053342	0.705503267973856	1.0499477124183	0.501621044081466
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13098833	1.84113580246914	1.05696296296296	0.0815239541583951
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13105682	-0.615209713024283	0.811295805739514	0.448268380000841
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13110266	0.220567605633803	1.09808450704225	0.840803522648457
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13209728	-0.737897959183674	1.13883673469388	0.51702370960673
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1321453	1.88297368421053	1.06980263157895	0.0783886228872653
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1349512	1.35535947712418	1.11261437908497	0.223157322119846
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1359940	-0.333202092050209	0.650769874476987	0.608642496017343
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1362910	2.96564925373134	1.1540447761194	0.0101761063820119
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1369869	-0.0381513235294118	1.13552941176471	0.973197853128328
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1371095	-0.887680555555556	1.092375	0.416438700130683
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1371274	0.657805970149254	1.08637810945274	0.544844363757381
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1413125	1.88659872611465	0.999	0.0589605729068255
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1441264	-0.560170175438596	0.940432748538012	0.551408066000967
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs144713920	2.44866233766234	0.961348051948052	0.0108618184495477
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs148261599	0.766748743718593	1.11375376884422	0.491177946854097
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1530559	1.12692700729927	1.23876642335766	0.362971719821555
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1536023	3.93916091954023	1.10212643678161	0.000351372687197291
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1563408	-1.55940384615385	0.978615384615385	0.111052596628182
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1575676	0.398890857142857	0.899445714285714	0.657414826184905
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1604038	2.27044680851064	1.19903546099291	0.0582833018227882
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs16868443	0.399554609929078	1.1249219858156	0.722451537812598
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs16926776	0.41255859375	1.1416015625	0.717811061853097
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs17616799	-0.823767857142857	1.10814285714286	0.457253495534837
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs17631394	-1.2575641025641	1.11526923076923	0.259493994349001
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs17724992	2.23334705882353	1.02254705882353	0.0289547550187943
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1835978	-0.390178571428571	0.886357142857143	0.659788863115393
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1852865	1.30882962962963	1.13636296296296	0.249415287723855
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1884389	-1.26924285714286	1.09865714285714	0.247980913083829
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1927790	1.06038518518519	1.15644444444444	0.359176340231517
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1951455	0.853306666666667	1.13840666666667	0.453518391636208
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1964926	-1.55311643835616	1.08161643835616	0.151024643078891
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs198665	-0.431394776119403	1.18718656716418	0.716324235062905
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2003476	1.67321989528796	0.843151832460733	0.0472020983460499
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs200539	-1.16423312883436	1.04812883435583	0.266666104291391
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2017657	-0.491895625	0.98280625	0.616722270486025
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2034604	0.353346835443038	0.981544303797468	0.718854077312846
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2037001	-0.994153333333333	1.13556	0.38131601374497
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2187176	0.75275641025641	1.094	0.491404194255827
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2187986	-0.826846153846154	1.10363636363636	0.453735691632472
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2190788	0.436331292517007	1.12798639455782	0.69888710990903
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2247536	1.70190967741935	1.1099935483871	0.125211590932684
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2267958	-0.0870111801242236	1.00413043478261	0.930947126166972
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2273639	-1.78002068965517	1.14138620689655	0.118872096516684
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2287894	0.29850625	0.971642045454545	0.758677191726702
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2457637	1.53686335403727	0.950925465838509	0.106056166548806
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2494116	2.08394545454545	0.92950303030303	0.0249613959044783
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2601773	0.497286330935252	1.09130935251799	0.64862110427163
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2605603	1.74839393939394	1.15875757575758	0.131336552646642
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2619976	-1.65056849315068	1.10784246575342	0.136251955031637
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2650494	0.943613636363636	0.879357954545455	0.283239201848773
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2667214	0.632511764705882	1.08181699346405	0.558766009702463
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2679059	-1.11751612903226	0.85060752688172	0.188918282188133
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2720296	1.02877245508982	0.938221556886228	0.272854187726784
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2768	0.75332967032967	0.983395604395604	0.443646874158251
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2836753	0.172702142857143	1.12958571428571	0.878485173535212
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs28788874	-0.0964754098360656	1.22391803278689	0.937171772710576
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2921077	1.52868794326241	1.3249219858156	0.248584354358535
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2943611	0.0913434065934066	1.0383956043956	0.929903776838535
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2959592	1.6324	1.17007647058824	0.162978905061157
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs2968856	0.133944	1.19101333333333	0.910456926073409
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs3026101	0.74105625	1.0305375	0.472081260042601
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs317646	0.71618	1.16994666666667	0.540440131760499
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs3198123	0.482008163265306	1.15297959183673	0.675907361672167
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs329120	0.104963698630137	1.05176712328767	0.920505116145957
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs35020117	1.30884242424242	0.9948	0.1882801330199
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs35184771	0.780411214953271	0.744317757009346	0.294411985433512
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs35443927	-1.60854385964912	0.95540350877193	0.0922536323216083
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs355786	0.575882978723404	1.11260283687943	0.604737538371034
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs356453	-0.44558427672956	1.05632704402516	0.673153363662085
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs35679149	0.418330019880716	1.05553479125249	0.691868645343386
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs3806114	-0.431476595744681	1.16331914893617	0.710711039752143
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs3807566	2.52840145985401	1.12667883211679	0.0248247408969789
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs3829849	0.974088235294118	1.16921323529412	0.404780284238236
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4072296	1.38643274853801	0.925350877192982	0.134061069222881
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4074720	0.743906666666667	1.02317333333333	0.46719024098463
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4076427	0.625047619047619	1.1317619047619	0.580757648223211
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4238585	1.73600520833333	1.17278645833333	0.138809258854587
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4307239	0.851	1.10325531914894	0.44049734957335
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4357530	2.76254676258993	1.17635251798561	0.0188542393211551
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4366492	-0.554791666666667	1.08404166666667	0.608804458151215
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4424946	-1.31550617283951	1.10049382716049	0.231939354927186
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4433630	1.81695205479452	1.07135616438356	0.0898979008434921
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4595495	-1.55466279069767	0.902401162790698	0.084923482487202
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs459552	-1.68243225806452	1.18110967741935	0.154316107554641
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4597930	1.56225786163522	1.08311320754717	0.149195975073673
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4623046	1.44153459119497	1.04566037735849	0.168021894343806
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4714925	0.74475	1.16522058823529	0.522725768030543
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4718966	-0.0172157246376812	1.11509420289855	0.98768210327814
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4746855	0.27360275862069	1.07436551724138	0.798982236288852
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4771218	0.521455782312925	1.07533333333333	0.627729702456226
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4777542	-0.624855263157895	1.07944736842105	0.562679666560763
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4787483	2.12432515337423	1.02741717791411	0.0386742267161476
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4820399	3.75750381679389	1.18448854961832	0.00151258327233885
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4863516	0.190151829268293	1.02589024390244	0.85295217406204
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4890428	-0.276594444444444	1.06984722222222	0.795992963948481
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4937870	0.537755405405405	1.1482027027027	0.639537637149124
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs4953423	2.47636184210526	1.06931578947368	0.0205671307476065
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs5011579	0.02583	0.956732954545454	0.978461226101489
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs501351	0.0644792452830189	0.979421383647799	0.947509972296609
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs55714539	1.28152071005917	0.972698224852071	0.187674249783028
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs55767040	0.452664676616915	0.827870646766169	0.584528586643556
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs55797392	0.945413793103448	0.920149425287356	0.304205412739947
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs57493997	-0.0531468634686347	1.00656826568266	0.957891214767298
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs591776	-0.493075352112676	1.10783098591549	0.656260678177747
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs61373376	0.80623381294964	0.773363309352518	0.297178389795215
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs6142096	0.114903731343284	1.13736567164179	0.91952966231181
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs61969477	0.240625581395349	0.987895348837209	0.80756079848453
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs6449674	0.931093333333333	1.01262	0.357839659289288
